title,link,salary,company,com_type,area,post_time,exp_level,edu_level,job_type
ENGLISH TEACHER,http://jobleadchina.com/job/451,6K/MTH - 8K/MTH,UNCLE SAM ENGLISH,Teaching Center,Nanjing,"Post time: March 12, 2017",Experience: Internship,Bachelor,Full-time
ENGLISH TEACHER,http://jobleadchina.com/job/450,6K/MTH - 8K/MTH,UNCLE SAM ENGLISH,Teaching Center,Nanjing,"Post time: March 12, 2017",Experience: Internship,Bachelor,Full-time
ESL teacher,http://jobleadchina.com/job/447,12K/MTH - 16K/MTH,V-Ron International English,Teaching Center,Others,"Post time: March 10, 2017",Experience: Associate,Bachelor,Full-time
English Teacher,http://jobleadchina.com/job/446,12K/MTH - 18K/MTH,Wilshire Global Consulting,Teaching Center,Beijing,"Post time: March 10, 2017",Experience: Associate,Bachelor,Full-time
English Teacher,http://jobleadchina.com/job/444,12K/MTH - 18K/MTH,Wilshire Global Consulting,Teaching Center,Beijing,"Post time: March 09, 2017",Experience: Associate,Bachelor,Full-time
English Teacher,http://jobleadchina.com/job/442,12K/MTH - 18K/MTH,Wilshire Global Consulting,Teaching Center,Beijing,"Post time: March 08, 2017",Experience: Associate,Bachelor,Full-time
ESL Trainer,http://jobleadchina.com/job/264,10K/MTH - 20K/MTH,Metro Education,School,Shanghai,"Post time: March 07, 2017",Experience: Entry Level,Any education,Full-time
English teacher,http://jobleadchina.com/job/441,12K/MTH - 16K/MTH,V-Ron International English,Teaching Center,Others,"Post time: March 07, 2017",Experience: Associate,Any education,Full-time
Foreign Teacher for Private Tutorial (Part Time ),http://jobleadchina.com/job/440,20K/MTH - 30K/MTH,Eduren Global,Consultancy/Legal/Admin,Shanghai,"Post time: March 07, 2017",Experience: Mid-Senior Level,Bachelor,Part-time
English Teacher,http://jobleadchina.com/job/438,12K/MTH - 18K/MTH,Wilshire Global Consulting,Teaching Center,Beijing,"Post time: March 07, 2017",Experience: Associate,Bachelor,Full-time
Esl teacher wanted in China for kids from 3 to 14 ,http://jobleadchina.com/job/436,12K/MTH - 16K/MTH,V-Ron International English,Teaching Center,Others,"Post time: March 03, 2017",Experience: Mid-Senior Level,Bachelor,Full-time
English Teacher,http://jobleadchina.com/job/435,12K/MTH - 18K/MTH,Wilshire Global Consulting,Teaching Center,Beijing,"Post time: March 03, 2017",Experience: Associate,Bachelor,Full-time
English Teacher,http://jobleadchina.com/job/430,12K/MTH - 18K/MTH,Wilshire Global Consulting,Teaching Center,Beijing,"Post time: March 02, 2017",Experience: Associate,Bachelor,Full-time
Part time/Full time English teacher,http://jobleadchina.com/job/429,12K/MTH - 18K/MTH,Cecilia,Teaching Center,Hangzhou,"Post time: March 01, 2017",Experience: Associate,Bachelor,Part-time
English Teacher,http://jobleadchina.com/job/428,12K/MTH - 18K/MTH,Wilshire Global Consulting,Teaching Center,Beijing,"Post time: March 01, 2017",Experience: Associate,Bachelor,Full-time
Part time/Full time English teacher ,http://jobleadchina.com/job/424,12K/MTH - 18K/MTH,Cecilia,Teaching Center,Hangzhou,"Post time: February 28, 2017",Experience: Associate,Bachelor,Part-time
English Teacher,http://jobleadchina.com/job/423,12K/MTH - 18K/MTH,Wilshire Global Consulting,Teaching Center,Beijing,"Post time: February 28, 2017",Experience: Associate,Bachelor,Full-time
English Teacher,http://jobleadchina.com/job/422,12K/MTH - 18K/MTH,Wilshire Global Consulting,Teaching Center,Beijing,"Post time: February 27, 2017",Experience: Associate,Bachelor,Full-time
English Teacher,http://jobleadchina.com/job/419,12K/MTH - 18K/MTH,Wilshire Global Consulting,Teaching Center,Beijing,"Post time: February 24, 2017",Experience: Associate,Bachelor,Full-time
English Teacher,http://jobleadchina.com/job/417,12K/MTH - 18K/MTH,Wilshire Global Consulting,Teaching Center,Beijing,"Post time: February 23, 2017",Experience: Associate,Bachelor,Full-time
ESL teacher,http://jobleadchina.com/job/416,10K/MTH - 18K/MTH,Future English,School,Others,"Post time: February 22, 2017",Experience: Entry Level,Bachelor,Full-time
GM assistant,http://jobleadchina.com/job/410,15K/MTH - 30K/MTH,Matt Education,Teaching Center,Shanghai,"Post time: February 22, 2017",Experience: Entry Level,Any education,Full-time
English Teacher,http://jobleadchina.com/job/412,12K/MTH - 18K/MTH,Wilshire Global Consulting,Teaching Center,Beijing,"Post time: February 22, 2017",Experience: Associate,Bachelor,Full-time
English Teacher,http://jobleadchina.com/job/409,12K/MTH - 18K/MTH,Wilshire Global Consulting,Teaching Center,Beijing,"Post time: February 21, 2017",Experience: Associate,Bachelor,Full-time
Looking for a teacher to join our team ,http://jobleadchina.com/job/407,12K/MTH - 20K/MTH,K12 Education,Teaching Center,Shenzhen,"Post time: February 20, 2017",Experience: Entry Level,Bachelor,Full-time
English Teacher,http://jobleadchina.com/job/406,12K/MTH - 18K/MTH,Wilshire Global Consulting,Teaching Center,Beijing,"Post time: February 20, 2017",Experience: Associate,Bachelor,Full-time
Teacher,http://jobleadchina.com/job/394,12K/MTH - 18K/MTH,Speakool,Teaching Center,Shenzhen,"Post time: February 17, 2017",Experience: Entry Level,Any education,Full-time
We are looking for Native English Teachers in Beij,http://jobleadchina.com/job/401,12K/MTH - 20K/MTH,K12 Education,Teaching Center,Beijing,"Post time: February 17, 2017",Experience: Entry Level,Bachelor,Full-time
Looking for experienced teachers,http://jobleadchina.com/job/400,12K/MTH - 30K/MTH,K12 Education,Teaching Center,Shenzhen,"Post time: February 17, 2017",Experience: Entry Level,Bachelor,Full-time
English Teacher,http://jobleadchina.com/job/398,12K/MTH - 18K/MTH,Wilshire Global Consulting,Teaching Center,Beijing,"Post time: February 17, 2017",Experience: Associate,Bachelor,Full-time
English Teacher,http://jobleadchina.com/job/397,12K/MTH - 18K/MTH,Wilshire Global Consulting,Teaching Center,Beijing,"Post time: February 16, 2017",Experience: Associate,Bachelor,Full-time
Trainer Manager,http://jobleadchina.com/job/395,18K/MTH - 20K/MTH,Linko,Teaching Center,Beijing,"Post time: February 15, 2017",Experience: Director,Bachelor,Full-time
English Teacher,http://jobleadchina.com/job/389,12K/MTH - 18K/MTH,Wilshire Global Consulting,Teaching Center,Beijing,"Post time: February 15, 2017",Experience: Associate,Bachelor,Full-time
English Teacher,http://jobleadchina.com/job/387,12K/MTH - 18K/MTH,Wilshire Global Consulting,Teaching Center,Beijing,"Post time: February 14, 2017",Experience: Associate,Bachelor,Full-time
English Teacher,http://jobleadchina.com/job/386,12K/MTH - 18K/MTH,Wilshire Global Consulting,Teaching Center,Beijing,"Post time: February 13, 2017",Experience: Associate,Bachelor,Full-time
English Teacher,http://jobleadchina.com/job/381,12K/MTH - 18K/MTH,Wilshire Global Consulting,Teaching Center,Beijing,"Post time: February 10, 2017",Experience: Associate,Bachelor,Full-time
English Teacher,http://jobleadchina.com/job/378,12K/MTH - 18K/MTH,Wilshire Global Consulting,Teaching Center,Beijing,"Post time: February 09, 2017",Experience: Associate,Bachelor,Full-time
English Teacher,http://jobleadchina.com/job/375,12K/MTH - 18K/MTH,Wilshire Global Consulting,Teaching Center,Beijing,"Post time: February 08, 2017",Experience: Associate,Bachelor,Full-time
English Assistant,http://jobleadchina.com/job/373,5K/MTH - 8K/MTH,DayDayUp,Communication,Beijing,"Post time: February 07, 2017",Experience: Executive,Any education,Full-time
10k-15k for English teaching job in China ,http://jobleadchina.com/job/372,10K/MTH - 15K/MTH,Elantu,Teaching Center,Beijing,"Post time: February 07, 2017",Experience: Entry Level,Any education,Full-time
English Teacher,http://jobleadchina.com/job/371,12K/MTH - 18K/MTH,Wilshire Global Consulting,Teaching Center,Beijing,"Post time: February 07, 2017",Experience: Associate,Bachelor,Full-time
English teaching job in Beijing ,http://jobleadchina.com/job/367,8K/MTH - 16K/MTH,Elantu,Teaching Center,Beijing,"Post time: February 06, 2017",Experience: Entry Level,Any education,Full-time
English Teacher,http://jobleadchina.com/job/354,12K/MTH - 18K/MTH,Wilshire Global Consulting,Teaching Center,Beijing,"Post time: January 26, 2017",Experience: Associate,Bachelor,Full-time
English Teacher,http://jobleadchina.com/job/353,12K/MTH - 18K/MTH,Wilshire Global Consulting,Teaching Center,Beijing,"Post time: January 25, 2017",Experience: Associate,Bachelor,Full-time
English Teacher,http://jobleadchina.com/job/352,12K/MTH - 18K/MTH,Wilshire Global Consulting,Teaching Center,Beijing,"Post time: January 24, 2017",Experience: Associate,Bachelor,Full-time
English Teacher,http://jobleadchina.com/job/350,12K/MTH - 18K/MTH,Wilshire Global Consulting,Teaching Center,Beijing,"Post time: January 23, 2017",Experience: Associate,Bachelor,Full-time
Part Time Language Teachers needed,http://jobleadchina.com/job/339,3K/MTH - 8K/MTH,柚子糖教育,Teaching Center,Beijing,"Post time: January 19, 2017",Experience: Entry Level,Any education,Part-time
Part Time English tutor needed(Other languages als,http://jobleadchina.com/job/335,3K/MTH - 8K/MTH,柚子糖教育,Teaching Center,Beijing,"Post time: January 17, 2017",Experience: Entry Level,Any education,Part-time
"Oral,reading",http://jobleadchina.com/job/334,1K/MTH - 15K/MTH,威尔式教育,Teaching Center,Beijing,"Post time: January 17, 2017",Experience: Mid-Senior Level,Any education,Part-time
English Teacher,http://jobleadchina.com/job/331,12K/MTH - 18K/MTH,Wilshire Global Consulting,Teaching Center,Beijing,"Post time: January 16, 2017",Experience: Associate,Bachelor,Full-time
English Teacher,http://jobleadchina.com/job/327,12K/MTH - 18K/MTH,Wilshire Global Consulting,Teaching Center,Beijing,"Post time: January 13, 2017",Experience: Associate,Bachelor,Full-time
English speak volunteer ,http://jobleadchina.com/job/323,3K/MTH - 4K/MTH,FR English ,Teaching Center,Others,"Post time: January 11, 2017",Experience: Internship,Any education,Full-time
English Teacher,http://jobleadchina.com/job/322,12K/MTH - 18K/MTH,Wilshire Global Consulting,Teaching Center,Beijing,"Post time: January 11, 2017",Experience: Associate,Bachelor,Full-time
Home Based Online English Teacher,http://jobleadchina.com/job/321,3K/MTH - 9K/MTH,BiteABC,Teaching Center,Others,"Post time: January 10, 2017",Experience: Associate,Any education,Part-time
Home Based Online English Teacher,http://jobleadchina.com/job/320,3K/MTH - 9K/MTH,BiteABC,Teaching Center,Others,"Post time: January 10, 2017",Experience: Associate,Any education,Part-time
English Teacher,http://jobleadchina.com/job/318,12K/MTH - 18K/MTH,Wilshire Global Consulting,Teaching Center,Beijing,"Post time: January 10, 2017",Experience: Associate,Bachelor,Full-time
English Teacher,http://jobleadchina.com/job/317,12K/MTH - 18K/MTH,Wilshire Global Consulting,Teaching Center,Beijing,"Post time: January 09, 2017",Experience: Associate,Bachelor,Full-time
English Teacher,http://jobleadchina.com/job/314,12K/MTH - 18K/MTH,Wilshire Global Consulting,Teaching Center,Beijing,"Post time: January 06, 2017",Experience: Associate,Bachelor,Full-time
English Teacher,http://jobleadchina.com/job/310,12K/MTH - 18K/MTH,Wilshire Global Consulting,Teaching Center,Beijing,"Post time: January 05, 2017",Experience: Associate,Bachelor,Full-time
English Teacher,http://jobleadchina.com/job/309,12K/MTH - 18K/MTH,Wilshire Global Consulting,Teaching Center,Beijing,"Post time: January 04, 2017",Experience: Associate,Bachelor,Full-time
English Teacher,http://jobleadchina.com/job/308,12K/MTH - 18K/MTH,Wilshire Global Consulting,Teaching Center,Beijing,"Post time: January 03, 2017",Experience: Associate,Bachelor,Full-time
English Teacher,http://jobleadchina.com/job/307,12K/MTH - 18K/MTH,Wilshire Global Consulting,Teaching Center,Beijing,"Post time: December 30, 2016",Experience: Associate,Bachelor,Full-time
English Teacher,http://jobleadchina.com/job/287,12K/MTH - 18K/MTH,Wilshire Global Consulting,Teaching Center,Beijing,"Post time: December 28, 2016",Experience: Associate,Bachelor,Full-time
English Teacher,http://jobleadchina.com/job/288,12K/MTH - 18K/MTH,Wilshire Global Consulting,Teaching Center,Beijing,"Post time: December 28, 2016",Experience: Associate,Bachelor,Full-time
Xuzhou need European teachers urgently ,http://jobleadchina.com/job/294,8K/MTH - 15K/MTH,Elantu,Teaching Center,Others,"Post time: December 26, 2016",Experience: Entry Level,Any education,Full-time
Training center teaching job in Chengdu ,http://jobleadchina.com/job/293,8K/MTH - 15K/MTH,Elantu,Teaching Center,Chengdu,"Post time: December 26, 2016",Experience: Entry Level,Any education,Full-time
European teachers needed in CHina ,http://jobleadchina.com/job/284,8K/MTH - 15K/MTH,Elantu,Teaching Center,Beijing,"Post time: December 19, 2016",Experience: Entry Level,Any education,Full-time
Native Language tutor needed in Hanzghou ,http://jobleadchina.com/job/275,3K/MTH - 6K/MTH,Linguatutor ,Teaching Center,Hangzhou,"Post time: December 15, 2016",Experience: Mid-Senior Level,Associate,Part-time
Part time Native Language Tutor needed  in Hangzho,http://jobleadchina.com/job/274,3K/MTH - 6K/MTH,Linguatutor ,Teaching Center,Hangzhou,"Post time: December 15, 2016",Experience: Associate,Bachelor,Part-time
Native Language tutor needed in Hanzghou ,http://jobleadchina.com/job/273,12K/MTH - 16K/MTH,Linguatutor ,Teaching Center,Hangzhou,"Post time: December 15, 2016",Experience: Associate,Bachelor,Full-time
English Teacher,http://jobleadchina.com/job/271,12K/MTH - 18K/MTH,Wilshire Global Consulting,Teaching Center,Beijing,"Post time: December 14, 2016",Experience: Associate,Bachelor,Full-time
Experienced ESL Teacher,http://jobleadchina.com/job/71,12K/MTH - 20K/MTH,K12 Education,Teaching Center,Shenzhen,"Post time: December 13, 2016",Experience: Associate,Any education,Full-time
Experienced Native English teacher needed in i2,http://jobleadchina.com/job/266,16K/MTH - 18K/MTH,I2 国际私塾,Teaching Center,Shenzhen,"Post time: December 13, 2016",Experience: Director,Bachelor,Full-time
12k for full time teaching job in training center ,http://jobleadchina.com/job/265,8K/MTH - 15K/MTH,Elantu,Teaching Center,Chongqing,"Post time: December 12, 2016",Experience: Entry Level,Any education,Full-time
English Teacher,http://jobleadchina.com/job/151,12K/MTH - 18K/MTH,Wilshire Global Consulting,Teaching Center,Beijing,"Post time: December 12, 2016",Experience: Associate,Bachelor,Full-time
Trainer Manager,http://jobleadchina.com/job/257,18K/MTH - 20K/MTH,Linko,Teaching Center,Beijing,"Post time: December 09, 2016",Experience: Executive,Bachelor,Full-time
10k-15k for English teaching job in China ,http://jobleadchina.com/job/237,8K/MTH - 15K/MTH,Elantu,Teaching Center,Beijing,"Post time: November 30, 2016",Experience: Entry Level,Any education,Full-time
"English instructor, E-Plus for K-12",http://jobleadchina.com/job/231,14K/MTH - 18K/MTH,BFSU International,School,Beijing,"Post time: November 29, 2016",Experience: Entry Level,Bachelor,Full-time
English Educator,http://jobleadchina.com/job/230,10K/MTH - 20K/MTH,Starbo,Teaching Center,Shanghai,"Post time: November 28, 2016",Experience: Mid-Senior Level,Bachelor,Full-time
"Native speaker needed in kindergarten in Beijing, ",http://jobleadchina.com/job/229,14K/MTH - 15K/MTH,Elantu,Teaching Center,Beijing,"Post time: November 25, 2016",Experience: Executive,Any education,Full-time
European teachers needed in China ,http://jobleadchina.com/job/221,8K/MTH - 15K/MTH,Elantu,Teaching Center,Others,"Post time: November 21, 2016",Experience: Internship,Any education,Full-time
Quailfy Native English teacher needed in i2,http://jobleadchina.com/job/216,16K/MTH - 18K/MTH,I2 国际私塾,Teaching Center,Shenzhen,"Post time: November 18, 2016",Experience: Associate,Bachelor,Full-time
English teachers needed in China ,http://jobleadchina.com/job/214,8K/MTH - 15K/MTH,Elantu,Teaching Center,Beijing,"Post time: November 15, 2016",Experience: Associate,Any education,Full-time
English teacher wanted in Shanghai city ,http://jobleadchina.com/job/204,12K/MTH - 20K/MTH,FBCC,Teaching Center,Shanghai,"Post time: November 11, 2016",Experience: Executive,Bachelor,Full-time
English teacher wanted in ShenZhen city ,http://jobleadchina.com/job/203,10K/MTH - 25K/MTH,FBCC,Teaching Center,Shenzhen,"Post time: November 11, 2016",Experience: Executive,Bachelor,Full-time
"English instructor, E-Plus for K-12",http://jobleadchina.com/job/201,14K/MTH - 17K/MTH,BFSU International,School,Beijing,"Post time: November 10, 2016",Experience: Entry Level,Bachelor,Full-time
Native English Teacher,http://jobleadchina.com/job/178,15K/MTH - 35K/MTH,Starbugs International Center,Teaching Center,Shanghai,"Post time: November 09, 2016",Experience: Mid-Senior Level,Any education,Full-time
Part time&Full time English teacher,http://jobleadchina.com/job/186,10K/MTH - 20K/MTH,XORMedia,Teaching Center,Shanghai,"Post time: November 04, 2016",Experience: Mid-Senior Level,Bachelor,Part-time
High pay ESL Teacher wanted ASAP,http://jobleadchina.com/job/170,18K/MTH - 20K/MTH,I2 国际私塾,Teaching Center,Shenzhen,"Post time: November 03, 2016",Experience: Mid-Senior Level,Bachelor,Full-time
English Tutor,http://jobleadchina.com/job/136,10K/MTH - 16K/MTH,Acadsoc,Teaching Center,Shenzhen,"Post time: November 03, 2016",Experience: Director,Any education,Full-time
